City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
698,Doha,QA,25.2867,51.5333,66.2,77,0,8.05,clear sky
699,Kropotkin,RU,45.4375,40.5756,25.43,98,100,6.26,snow
700,Tabas,IR,33.5959,56.9244,53.92,51,88,2.39,overcast clouds
701,Svetlogorsk,BY,52.6333,29.7333,4.37,93,89,5.53,overcast clouds
702,Minot,US,48.2325,-101.2963,-9.4,59,1,11.5,clear sky
703,Omachi,JP,36.5,137.8667,28.99,86,75,5.75,light snow
704,Maceio,BR,-9.6658,-35.7353,77.0,88,0,8.05,clear sky
705,Cururupu,BR,-1.8283,-44.8683,75.2,94,3,3.22,clear sky
706,Merauke,ID,-8.4667,140.3333,83.66,77,98,11.21,overcast clouds
707,Vagur,FO,61.4732,-6.8119,37.54,77,95,18.7,overcast clouds
708,Dolores,AR,-36.3132,-57.6792,66.54,70,60,15.68,broken clouds
